PIDM,PACIFIC_ID,LAST_NAME,FIRST_NAME,MI_NAME,PREF_FIRST_NAME,LFMI,FMIL,PREFIX,SUFFIX,CONFID_IND,GENDER,BIRTH_DATE,AGE,DEAD_IND,DEAD_DATE,ETHN_CODE,ETHN_DESC,NEW_ETHN_DESC,RELG_CODE,RELG_DESC,CITZ_CODE,CITZ_DESC,VTYP_CODE,VTYP_DESC,NON_RESIDENT_IND,BIRTH_NATN_DESC,LEGAL_NATN_DESC,FIRST_GEN_STDN_IND,TERM_CODE,TERM_DESC,REG_DETL,FIN_ACPT,ESTS_CODE,ESTS_DESC,ESTS_DATE,CREDIT_HR_THIS_TERM,BILL_HR_THIS_TERM,INIT_ENRL_TERM_CODE,INIT_ENRL_TERM_DESC,INIT_ENRL_REG_DETL,INIT_ENRL_FIN_ACPT,LAST_ENRL_TERM_CODE,LAST_ENRL_TERM_DESC,LAST_ENRL_REG_DETL,LAST_ENRL_FIN_ACPT,REG_ACCESS_CODE,RGRP_CODE,RGRP_BEGIN_DATE,RGRP_BEGIN_TIME,RGRP_END_DATE,RGRP_END_TIME,REG_HOLD_IND,REG_HOLD_CODES,TERM_CODE_EFF,TERM_DESC_EFF,FULL_PART_IND,STST_CODE,STST_DESC,CAMP_CODE,CAMP_DESC,SITE_CODE,SITE_DESC,LEVL_CODE,LEVL_DESC,CLAS_CODE,CLAS_DESC,RATE_CODE,RATE_DESC,RESD_CODE,RESD_DESC,STYP_CODE,STYP_DESC,EXP_GRAD_DATE,TERM_CODE_GRAD,TERM_DESC_GRAD,ACYR_CODE_GRAD,ACYR_DESC_GRAD,CHRT_CODE_ALL,CHRT_DESC_ALL,CHRT_CODE_SJCOE,CHRT_DESC_SJCOE,STDN_ATTR_CODES,STDN_ATTR_DESCS,SPRT_1_CODE,SPRT_1_DESC,SPRT_2_CODE,SPRT_2_DESC,VETC_1_CODE,VETC_1_DESC,INIT_TERM_CODE_EFF,INIT_TERM_DESC_EFF,INIT_LEVL_CODE,INIT_LEVL_DESC,INIT_STYP_CODE,INIT_STYP_DESC,CURR_1_ADMIT_TERM_CODE,CURR_1_ADMIT_TERM_DESC,CURR_1_CTLG_TERM_CODE,CURR_1_CTLG_TERM_DESC,CURR_1_PROGRAM_CODE,CURR_1_PROGRAM_DESC,CURR_1_DEGC_CODE,CURR_1_DEGC_DESC,CURR_1_COLL_CODE,CURR_1_COLL_DESC,CURR_1_1_MAJR_CODE,CURR_1_1_MAJR_DESC,CURR_1_1_DEPT_CODE,CURR_1_1_DEPT_DESC,CURR_1_1_1_CONC_CODE,CURR_1_1_1_CONC_DESC,CURR_1_1_2_CONC_CODE,CURR_1_1_2_CONC_DESC,CURR_1_1_3_CONC_CODE,CURR_1_1_3_CONC_DESC,CURR_1_2_MAJR_CODE,CURR_1_2_MAJR_DESC,CURR_1_2_DEPT_CODE,CURR_1_2_DEPT_DESC,CURR_1_2_1_CONC_CODE,CURR_1_2_1_CONC_DESC,CURR_1_2_2_CONC_CODE,CURR_1_2_2_CONC_DESC,CURR_1_2_3_CONC_CODE,CURR_1_2_3_CONC_DESC,CURR_1_1_MINR_CODE,CURR_1_1_MINR_DESC,CURR_1_2_MINR_CODE,CURR_1_2_MINR_DESC,CURR_2_ADMIT_TERM_CODE,CURR_2_ADMIT_TERM_DESC,CURR_2_CTLG_TERM_CODE,CURR_2_CTLG_TERM_DESC,CURR_2_PROGRAM_CODE,CURR_2_PROGRAM_DESC,CURR_2_DEGC_CODE,CURR_2_DEGC_DESC,CURR_2_COLL_CODE,CURR_2_COLL_DESC,CURR_2_1_MAJR_CODE,CURR_2_1_MAJR_DESC,CURR_2_1_DEPT_CODE,CURR_2_1_DEPT_DESC,CURR_2_1_1_CONC_CODE,CURR_2_1_1_CONC_DESC,CURR_2_1_2_CONC_CODE,CURR_2_1_2_CONC_DESC,CURR_2_1_3_CONC_CODE,CURR_2_1_3_CONC_DESC,CURR_2_2_MAJR_CODE,CURR_2_2_MAJR_DESC,CURR_2_2_DEPT_CODE,CURR_2_2_DEPT_DESC,CURR_2_2_1_CONC_CODE,CURR_2_2_1_CONC_DESC,CURR_2_2_2_CONC_CODE,CURR_2_2_2_CONC_DESC,CURR_2_2_3_CONC_CODE,CURR_2_2_3_CONC_DESC,CURR_2_1_MINR_CODE,CURR_2_1_MINR_DESC,CURR_2_2_MINR_CODE,CURR_2_2_MINR_DESC,ASTD_TERM_CODE,ASTD_TERM_DESC,ASTD_CODE,ASTD_DESC,ASTD_DATE,TERM_INST_HRS_ATTEMPTED,TERM_INST_HRS_EARNED,TERM_INST_HRS_PASSED,TERM_INST_HRS_GPA,TERM_INST_GPA,TERM_INST_QLTY_PNTS,TRAN_HRS_ATTEMPTED,TRAN_HRS_EARNED,TRAN_HRS_PASSED,TRAN_HRS_GPA,TRAN_GPA,TRAN_QLTY_PNTS,INST_HRS_ATTEMPTED,INST_HRS_EARNED,INST_HRS_PASSED,INST_HRS_GPA,INST_GPA,INST_QLTY_PNTS,OVRL_HRS_ATTEMPTED,OVRL_HRS_EARNED,OVRL_HRS_PASSED,OVRL_HRS_GPA,OVRL_GPA,OVRL_QLTY_PNTS,AW_DEGR_1_DEGC_CODE,AW_DEGR_1_DEGC_DESC,AW_DEGR_1_LEVL_CODE,AW_DEGR_1_LEVL_DESC,AW_DEGR_1_DATE,AW_DEGR_2_DEGC_CODE,AW_DEGR_2_DEGC_DESC,AW_DEGR_2_LEVL_CODE,AW_DEGR_2_LEVL_DESC,AW_DEGR_2_DATE,AW_DEGR_3_DEGC_CODE,AW_DEGR_3_DEGC_DESC,AW_DEGR_3_LEVL_CODE,AW_DEGR_3_LEVL_DESC,AW_DEGR_3_DATE,ADVR_1_PACIFIC_ID,ADVR_1_LAST_NAME,ADVR_1_FIRST_NAME,ADVR_1_MI_NAME,ADVR_1_LFMI,ADVR_1_FMIL,ADVR_1_CODE,ADVR_1_DESC,ADVR_1_PRI_IND,ADVR_2_PACIFIC_ID,ADVR_2_LAST_NAME,ADVR_2_FIRST_NAME,ADVR_2_MI_NAME,ADVR_2_LFMI,ADVR_2_FMIL,ADVR_2_CODE,ADVR_2_DESC,ADVR_3_PACIFIC_ID,ADVR_3_LAST_NAME,ADVR_3_FIRST_NAME,ADVR_3_MI_NAME,ADVR_3_LFMI,ADVR_3_FMIL,ADVR_3_CODE,ADVR_3_DESC,HS_SBGI_CODE,HS_SBGI_DESC,HS_GPA,CUMGPA_SBGI_CODE,CUMGPA_SBGI_DESC,CUMGPA_HRS_TRAN,CUMGPA_GPA_TRAN,LATEST_HONR_CMNT_CODE,LATEST_HONR_CMNT_DESC,LATEST_HONR_CMNT_DATE,PAC_EMAIL,PACIFICNET_ID,LO_STREET_LINE1,LO_STREET_LINE2,LO_STREET_LINE3,LO_CITY,LO_STAT_CODE,LO_STAT_DESC,LO_ZIP,LO_CNTY_CODE,LO_CNTY_DESC,LO_NATN_CODE,LO_NATN_DESC,LO_ASRC_CODE,LO_ASRC_DESC,LO_UNLIST_IND,LO_TELEPHONE,MA_STREET_LINE1,MA_STREET_LINE2,MA_STREET_LINE3,MA_CITY,MA_STAT_CODE,MA_STAT_DESC,MA_ZIP,MA_CNTY_CODE,MA_CNTY_DESC,MA_NATN_CODE,MA_NATN_DESC,MA_ASRC_CODE,MA_ASRC_DESC,MA_UNLIST_IND,MA_TELEPHONE,PR_STREET_LINE1,PR_STREET_LINE2,PR_STREET_LINE3,PR_CITY,PR_STAT_CODE,PR_STAT_DESC,PR_ZIP,PR_CNTY_CODE,PR_CNTY_DESC,PR_NATN_CODE,PR_NATN_DESC,PR_ASRC_CODE,PR_ASRC_DESC,PR_UNLIST_IND,PR_TELEPHONE,PA_STREET_LINE1,PA_STREET_LINE2,PA_STREET_LINE3,PA_CITY,PA_STAT_CODE,PA_STAT_DESC,PA_ZIP,PA_CNTY_CODE,PA_CNTY_DESC,PA_NATN_CODE,PA_NATN_DESC,PA_ASRC_CODE,PA_ASRC_DESC,PA_UNLIST_IND,PA_TELEPHONE,FO_STREET_LINE1,FO_STREET_LINE2,FO_STREET_LINE3,FO_CITY,FO_STAT_CODE,FO_STAT_DESC,FO_ZIP,FO_CNTY_CODE,FO_CNTY_DESC,FO_NATN_CODE,FO_NATN_DESC,FO_ASRC_CODE,FO_ASRC_DESC,FO_UNLIST_IND,FO_TELEPHONE,FO_INTL_ACCESS,SUCCESS_CODE,SUCCESS_DESC
44171828,49773414,Soto,Sabrina,administration,Neil,goal,must,believe,art,79620563,evening,manage,police,long,throughout,experience,may,idea,without,bag,task,film,bill,will,50620733,my,lot,several,red,Spring 2024,senior,many,heavy,off,stage,15,several,relationship,Spring 2023,opportunity,energy,avoid,Spring 2024,effect,mean,color,baby,return,project,toward,sell,rule,unit,lawyer,Fall 2022,manage,accept,capital,task,house,fund,after,UG,with,JR,else,senior,ask,others,personal,who,history,service,and,Fall 2023,specific,yeah,tough,member,nice,high,will,must,maintain,,group,year,design,meeting,major,Fall 2023,UG,act,compare,difficult,coach,Fall 2022,campaign,Spring 2023,current,its,that,wind,direction,poor,determine,Economics,report,leave,day,now,tend,word,long,agent,behavior,about,with,account,change,network,husband,assume,space,bring,boy,end,factor,miss,next,Spring 2024,under,Fall 2022,significant,trouble,opportunity,MA in Economics,service,these,drug,throughout,should,something,fact,partner,entire,develop,contain,wife,ahead,full,model,itself,coach,offer,fall,knowledge,range,manager,these,church,television,adult,common,Fall 2023,accept,social,more,as,degree,character,3.93,2.67,glass,north,always,approach,2.33,2.45,management,level,morning,whole,2.66,3.15,hit,my,52,design,3.81,2.71,option,catch,of,GR,article,participant,painting,produce,UG,news,father,too,window,GR,allow,character,27696602,Robinson,Jay,effect,front,Dr. Johnson,good,reflect,against,76965277,Thomas,Mark,keep,lose,reduce,stay,occur,90996607,Lopez,Adam,person,reach,season,including,help,those,sit,3.18,2.95,2.05,2.61,3.38,personal,wall,professor,ocastillo@example.net,25096,claim,onto,mission,true,develop,human,station,pull,college,outside,push,general,what,several,must,society,surface,fly,film,language,child,admit,probably,rate,coach,position,send,various,specific,knowledge,part,particular,outside,improve,another,social,your,your,apply,son,consider,artist,item,shake,either,main,term,us,food,job,necessary,attorney,phone,media,administration,especially,would,to,debate,machine,kid,north,wife,live,beat,score,involve,phone,head,money,cold,focus,account,teach,company,sure,stay,everybody
48476061,37628598,Chambers,Kathleen,end,Carrie,side,week,third,trip,16117941,put,tax,become,race,section,discuss,single,value,these,could,garden,bill,word,whatever,11612337,follow,song,meeting,could,Spring 2023,song,especially,sing,city,participant,12,example,office,Spring 2023,maybe,could,plan,Spring 2024,contain,skill,husband,fly,today,window,course,to,any,image,make,Spring 2024,spend,sound,good,buy,section,threat,agree,GR,year,JR,daughter,defense,lay,growth,election,discuss,election,hold,suffer,Fall 2022,evening,plant,hard,brother,source,few,each,condition,billion,Soccer,clearly,organization,line,him,site,Spring 2024,UG,happen,choose,position,give,Fall 2022,program,Fall 2023,management,group,let,may,indicate,foreign,cut,Entrepreneurship,particular,live,shake,similar,traditional,story,home,ground,human,response,statement,feeling,age,speak,someone,Republican,according,behind,eight,before,car,cost,step,Spring 2023,shoulder,Spring 2023,bank,walk,help,JD,that,town,claim,and,fine,moment,plant,time,Congress,might,prevent,include,morning,police,study,leave,left,bring,check,table,page,their,reflect,each,send,second,true,Spring 2024,expect,specific,game,mouth,allow,window,3.08,3.25,half,shake,miss,would,2.6,2.57,late,leave,late,morning,2.33,2.24,here,woman,32,fire,3.62,3.23,industry,item,use,GR,phone,rather,push,policy,UG,step,to,stuff,kind,UG,get,player,40149134,Graves,Kelsey,yet,important,Dr. Johnson,onto,why,whole,83487184,Mclean,David,reason,visit,serve,Mrs,myself,46708903,Gray,Randy,anything,chair,state,political,interest,maintain,site,3.76,3.92,2.97,2.03,3.57,Republican,experience,form,martinmegan@example.net,95738474,sort,doctor,million,practice,spring,success,attack,institution,pretty,end,federal,discuss,rock,sell,would,car,any,usually,yeah,change,up,adult,five,offer,they,bring,people,career,throw,one,in,detail,religious,send,fear,college,spend,season,war,well,through,act,eight,role,I,feeling,weight,establish,college,check,role,south,trip,however,race,position,police,north,our,your,worry,would,while,approach,factor,certain,total,six,trip,shake,under,security,personal,movie,though,do,spend,whether
86223555,49356232,Mcgrath,Anne,both,Arthur,who,enough,which,process,68973501,game,material,arrive,could,sport,meeting,require,hope,degree,ready,everybody,and,move,present,2081945,top,street,dream,cause,Fall 2022,put,charge,break,that,between,14,between,with,Spring 2023,idea,detail,say,Fall 2022,might,true,staff,north,somebody,which,beautiful,available,girl,however,attack,Spring 2023,much,answer,develop,city,score,style,less,GR,per,SR,fine,generation,to,drop,attorney,challenge,exist,loss,paper,Spring 2024,travel,watch,when,stock,nation,reality,a,for,behind,Men's Water Polo,theory,form,firm,purpose,sing,Fall 2022,GR,join,measure,which,always,Fall 2022,special,Fall 2022,southern,born,have,threat,garden,task,piece,International Business,understand,move,gas,government,exist,detail,reach,according,knowledge,language,position,change,left,edge,half,all,turn,heart,attorney,court,clear,seven,material,Fall 2023,walk,Spring 2024,career,exist,beat,MS in Business Analytics,city,him,another,keep,across,night,follow,society,sense,fund,while,discuss,specific,field,theory,score,method,occur,policy,charge,actually,program,line,test,particularly,business,sometimes,Fall 2022,direction,cup,recognize,meeting,owner,tend,3.83,3.31,where,subject,skin,side,3.76,3.2,quite,meet,live,push,3.25,2.37,society,medical,109,appear,3.88,2.0,watch,everyone,floor,UG,most,traditional,under,staff,GR,read,evening,store,glass,GR,hit,radio,63459347,Manning,Steven,office,life,Dr. Johnson,speak,story,international,80960053,Alvarado,Nancy,call,draw,visit,but,everything,79870336,Williamson,David,around,nothing,there,line,nearly,nothing,option,2.75,3.37,3.81,3.5,2.58,decide,go,ok,harttodd@example.org,99909424,trouble,picture,senior,floor,person,entire,home,produce,effect,much,he,doctor,subject,far,appear,culture,gun,where,employee,ago,great,anyone,public,listen,free,change,firm,news,successful,understand,himself,whatever,deal,expect,professional,add,sit,red,wait,describe,a,her,operation,couple,and,miss,well,tend,as,story,off,music,itself,claim,suddenly,treatment,professional,security,address,until,stop,red,television,one,we,economy,employee,mind,since,environment,consumer,bed,police,end,half,check,address,relationship
89697522,3412735,Schwartz,Jessica,each,Donald,physical,address,skill,health,62933725,sure,find,world,benefit,without,page,actually,goal,ball,knowledge,guess,debate,treat,often,87096379,theory,son,possible,hair,Spring 2024,want,the,poor,fact,see,17,TV,at,Fall 2022,difficult,call,hair,Fall 2023,good,administration,exist,fire,entire,box,Republican,increase,here,resource,later,Spring 2024,talk,environmental,her,tend,number,network,trouble,UG,authority,SO,father,wide,poor,thing,more,clear,many,science,effect,Spring 2023,rise,well,raise,write,clearly,garden,bar,much,popular,Basketball,game,ten,can,ready,wrong,Spring 2023,GR,land,school,six,economic,Spring 2023,rule,Spring 2024,report,best,director,seem,more,task,order,Marketing,fact,from,community,game,budget,care,serve,summer,we,indicate,yeah,blood,pick,certainly,computer,represent,movement,democratic,authority,receive,baby,single,apply,Spring 2024,her,Spring 2024,whose,goal,single,,person,pay,build,make,pay,either,when,remain,number,bit,begin,away,he,break,rest,explain,realize,president,stuff,group,old,yet,side,attorney,public,occur,sound,Spring 2023,finally,beyond,perform,deep,agent,four,2.12,2.73,character,hard,finally,relate,2.06,3.37,already,box,painting,question,2.87,3.86,popular,us,67,her,3.42,3.77,under,ready,lot,GR,sound,degree,network,leader,UG,beautiful,friend,beyond,war,GR,cover,live,89625243,Williams,Rachel,toward,main,Dr. Johnson,best,quite,investment,26675755,Patrick,Keith,book,operation,system,follow,rise,24926954,Peters,Monique,beat,federal,indeed,today,treat,million,discover,3.15,3.32,2.99,2.14,2.37,five,start,director,robert54@example.org,23125271,people,believe,add,modern,beautiful,billion,black,bit,watch,history,part,herself,from,various,as,north,chair,truth,bag,among,president,involve,prepare,guess,foreign,price,not,door,action,ago,for,bar,sort,factor,win,affect,seek,section,lay,particular,skin,price,outside,store,along,military,effort,may,instead,bed,direction,main,meet,magazine,in,game,finish,suggest,all,activity,result,these,our,push,nature,as,book,cup,kind,reveal,writer,have,card,official,investment,feel,less,month
67431810,58986528,Mcdaniel,Timothy,else,Diane,assume,return,simply,local,77635364,through,movie,candidate,arm,about,anything,paper,they,since,everyone,truth,much,work,baby,71107034,short,crime,she,not,Spring 2023,official,onto,finish,wish,two,14,others,nature,Spring 2024,conference,apply,sense,Spring 2024,outside,above,really,care,give,or,industry,until,strong,cut,sound,Spring 2023,decade,family,all,enough,participant,part,center,GR,happy,SR,behind,history,outside,least,skin,conference,describe,and,through,Fall 2023,effort,employee,many,consider,water,small,simply,feeling,minute,Basketball,customer,use,amount,one,avoid,Fall 2023,GR,guess,or,break,artist,Fall 2023,bad,Spring 2024,play,little,garden,record,agent,figure,but,Business Analytics,leave,final,result,and,probably,factor,board,lay,manage,how,identify,kind,feel,course,occur,no,concern,PM,know,technology,new,force,reality,Spring 2023,every,Spring 2024,you,environmental,watch,MS in Business Analytics,should,Mrs,success,company,big,end,stand,political,every,generation,agency,include,whether,kitchen,organization,however,prepare,apply,change,store,must,everybody,exactly,daughter,party,in,film,Spring 2024,we,safe,test,treat,support,building,3.47,2.4,effect,vote,represent,score,2.48,3.66,including,ball,job,technology,3.66,2.62,camera,myself,117,effort,3.94,3.98,meeting,five,business,GR,rich,behavior,year,stand,GR,should,stop,new,measure,UG,field,design,2633358,Bartlett,Corey,wear,expect,Dr. Johnson,foot,fire,thus,2023003,Jackson,Lisa,off,cost,stock,yourself,without,29977709,Haas,Heather,machine,white,fear,compare,authority,like,song,2.65,2.27,3.04,2.28,2.09,or,road,size,jasonwade@example.net,8333165,decade,certain,eight,black,during,the,candidate,any,thus,former,bed,television,understand,movie,chance,itself,seek,act,hold,security,not,off,article,police,nation,piece,final,color,power,impact,chair,bill,law,level,finish,girl,be,general,such,goal,hot,together,use,for,book,lead,head,need,evidence,identify,firm,nor,somebody,although,road,final,there,build,decision,subject,when,again,next,program,their,stop,wrong,clearly,cut,never,discover,just,my,sit,wear,data,later,before
13593286,31657840,Matthews,James,hit,David,exist,think,car,next,49853870,next,theory,charge,reality,force,enjoy,thank,place,tree,there,experience,bed,use,newspaper,74223317,pattern,at,I,response,Fall 2023,suffer,still,information,actually,dream,15,anything,certain,Spring 2023,research,short,director,Fall 2023,usually,hold,finish,agency,raise,staff,record,recognize,trouble,will,political,Fall 2022,should,personal,ask,mind,actually,remain,job,UG,follow,FR,early,seven,debate,move,government,probably,positive,religious,space,Spring 2024,list,former,part,offer,eight,mission,late,condition,foot,,back,challenge,or,nation,meeting,Fall 2023,UG,serious,animal,drug,south,Fall 2023,open,Spring 2023,pressure,bit,what,painting,without,Mrs,increase,Finance,measure,force,none,with,fire,leader,after,there,Republican,research,paper,type,performance,role,decide,fast,return,message,real,act,relationship,debate,else,Fall 2023,if,Spring 2024,feel,particular,decade,,read,rich,few,bit,few,I,southern,very,interview,sense,couple,Mr,it,current,across,get,box,arrive,billion,five,wear,whom,show,night,employee,safe,it,Spring 2023,present,third,social,so,society,media,3.38,2.1,seek,item,dream,tend,2.85,3.38,recognize,animal,may,tend,2.63,2.11,which,course,70,safe,3.11,2.91,new,whatever,exactly,UG,discussion,child,activity,control,GR,factor,ahead,economic,their,GR,fund,shake,23366073,Ball,Nicholas,nation,entire,Dr. Brown,success,speech,wide,33490997,Brewer,Michelle,event,open,part,fish,end,98144435,Spears,Gregory,them,thank,later,focus,home,get,receive,2.64,2.18,2.88,3.39,2.27,choose,manager,something,john34@example.net,7820177,down,sister,town,trip,drop,world,room,customer,tax,water,policy,agreement,audience,central,wait,lay,amount,because,sign,market,decision,plant,box,plan,lose,power,factor,year,throughout,cost,per,cup,current,thank,state,design,create,up,among,nearly,those,pick,view,part,word,ten,cold,west,sense,build,then,rise,bit,light,most,me,material,last,floor,contain,analysis,ready,three,west,scientist,follow,sing,significant,glass,sea,cost,baby,lawyer,money,other,yourself,onto,culture
64248426,54710819,Parker,Jason,life,Jacob,computer,hit,door,meet,63556420,include,wait,indeed,sing,store,ready,such,consumer,ahead,when,daughter,nothing,offer,Mr,94463990,itself,kid,bag,never,Spring 2023,do,our,himself,general,personal,13,friend,meeting,Fall 2022,mean,quality,order,Spring 2023,glass,else,what,affect,project,mean,focus,capital,risk,evidence,everyone,Fall 2022,without,alone,quickly,number,his,discussion,who,UG,money,SO,little,loss,suggest,product,choose,morning,ago,family,office,Spring 2023,sort,option,within,shoulder,arrive,contain,game,memory,happen,Soccer,student,among,bit,reason,scene,Fall 2023,UG,support,result,author,property,Spring 2023,during,Spring 2023,different,hard,other,prepare,medical,affect,door,Finance,government,shoulder,together,attorney,fire,make,go,here,knowledge,job,water,hour,eight,own,imagine,might,environmental,be,effect,person,born,remember,determine,Spring 2023,anyone,Fall 2022,often,respond,special,MA in Economics,in,firm,work,individual,old,major,one,attack,cover,whether,whole,coach,writer,especially,more,enter,customer,short,attention,support,the,own,school,action,fight,teach,prepare,Spring 2023,theory,everyone,matter,upon,bad,smile,3.65,2.44,oil,little,assume,woman,2.68,2.41,seat,personal,forward,fill,2.61,2.16,example,likely,112,action,3.45,3.15,million,national,modern,GR,perform,professor,too,in,GR,news,hear,item,court,GR,majority,six,48639340,Simon,James,answer,law,Dr. Smith,team,camera,push,5220375,Woodward,Marie,improve,table,teacher,western,or,23098359,Scott,Brian,attack,difference,day,before,hold,administration,away,3.67,2.1,2.04,2.32,3.01,senior,trial,commercial,francisco97@example.net,43212833,common,voice,whom,benefit,hope,realize,green,easy,pressure,hour,southern,stop,sell,source,series,enter,certainly,first,hundred,fact,kind,politics,degree,camera,art,after,bring,century,society,enjoy,yard,mother,economic,line,wonder,well,able,view,gas,fire,end,heavy,side,somebody,later,arrive,lose,run,itself,television,deal,fill,TV,tonight,most,western,fall,all,financial,into,environmental,group,talk,institution,church,trade,use,few,activity,plan,letter,order,around,myself,detail,minute,machine,available
1500005,27279980,Thompson,Patricia,throughout,Linda,drop,create,he,life,22039218,why,available,Congress,head,question,news,too,certain,budget,her,today,agency,agreement,letter,76004870,family,production,include,performance,Spring 2023,customer,example,wind,baby,cause,14,message,particularly,Spring 2024,final,manage,peace,Spring 2024,certainly,national,clearly,soldier,but,apply,point,surface,woman,discussion,ever,Fall 2022,about,sport,no,word,another,for,society,UG,include,FR,success,institution,find,wonder,environment,sit,wrong,produce,stay,Spring 2024,wide,although,high,along,less,nice,source,accept,open,,court,hour,dark,onto,new,Spring 2024,GR,blue,office,stage,factor,Fall 2023,any,Fall 2022,fish,sea,late,exist,theory,cell,account,Finance,assume,light,away,whose,final,ever,instead,back,family,network,news,figure,bill,same,budget,than,Democrat,evidence,adult,else,according,skin,address,Fall 2022,laugh,Spring 2024,alone,go,head,MS in Business Analytics,arrive,skin,many,exist,newspaper,fear,between,million,agree,strategy,street,street,be,perform,American,sea,necessary,stop,likely,near,board,campaign,if,able,should,end,to,Spring 2023,successful,probably,rest,process,sport,camera,2.84,3.37,possible,article,white,event,2.54,2.01,week,respond,trade,store,2.72,3.85,first,drop,54,admit,2.05,2.72,real,between,police,UG,the,city,dinner,blue,UG,front,material,industry,project,GR,as,then,97731519,Holland,Sandra,hard,east,Dr. Johnson,agreement,challenge,character,1914837,Fritz,Michael,responsibility,draw,usually,all,fish,48488883,Morris,Elizabeth,speak,do,include,myself,owner,involve,for,3.17,3.66,2.23,3.36,2.22,those,heart,base,rcollins@example.net,41112738,conference,address,weight,lead,back,third,parent,expert,note,amount,per,plan,expect,rate,just,audience,popular,top,score,work,set,because,hold,there,simply,forward,under,total,raise,chance,in,around,old,thought,simply,management,hear,keep,social,front,summer,think,during,establish,along,better,property,pattern,two,different,chair,young,main,against,student,improve,technology,while,quality,baby,both,lawyer,economic,concern,candidate,rest,south,yet,consider,production,song,arrive,crime,sing,well,quite,around,stuff
48757517,19369661,Perry,Amanda,edge,Maria,occur,our,pass,sing,35375502,girl,continue,word,mind,suddenly,police,design,skill,local,series,financial,his,our,reality,70962083,because,home,over,and,Spring 2023,visit,movement,tell,action,step,12,traditional,individual,Spring 2024,either,anyone,weight,Spring 2024,hand,mention,after,expert,receive,south,shoulder,story,record,what,face,Fall 2023,magazine,perform,yes,market,evening,miss,commercial,GR,specific,FR,value,national,sister,adult,research,between,without,magazine,single,Spring 2023,hard,act,identify,since,within,onto,south,out,then,Men's Water Polo,great,career,between,five,doctor,Fall 2022,GR,trip,subject,voice,if,Spring 2024,relate,Spring 2024,newspaper,cultural,lead,environmental,music,sing,rise,Economics,section,newspaper,record,rule,chair,window,involve,baby,laugh,surface,Democrat,forget,likely,information,least,behavior,now,movement,maintain,trial,son,administration,fine,Spring 2023,account,Fall 2022,participant,address,surface,MS in Finance,market,hit,choose,affect,interesting,may,left,follow,nothing,against,remember,property,difficult,year,picture,natural,school,training,now,war,perhaps,husband,consumer,save,not,give,number,Fall 2022,world,inside,decision,push,forget,federal,2.72,3.53,ten,new,organization,study,2.9,3.38,citizen,without,year,talk,3.92,2.27,arm,professor,77,grow,3.97,2.12,get,respond,test,UG,image,other,population,generation,GR,second,course,phone,game,GR,successful,since,75682214,Diaz,David,answer,look,Dr. Smith,wind,if,visit,53764561,Johnson,Kelsey,send,themselves,produce,different,rock,37117739,Elliott,John,personal,task,successful,think,general,while,everything,2.34,2.54,3.91,3.6,3.05,environment,brother,thousand,brandijones@example.net,49584416,plan,threat,maybe,card,walk,until,lose,receive,action,pick,get,movie,bit,lose,organization,close,if,name,value,fact,sing,teach,at,perhaps,history,heavy,serve,day,education,same,day,television,go,player,benefit,they,travel,go,increase,would,organization,explain,present,half,window,term,ago,enter,avoid,lead,own,Democrat,to,similar,activity,station,modern,camera,its,manage,light,major,today,middle,knowledge,none,agreement,not,economy,push,country,pay,fill,organization,many,power,series,see
61672371,25376926,Rivera,Austin,goal,Francisco,affect,old,pressure,now,3466154,spring,role,reality,easy,force,dream,early,religious,write,even,remain,manager,need,there,66135692,boy,phone,on,set,Spring 2024,hot,long,take,follow,gun,16,professional,couple,Spring 2024,among,weight,any,Spring 2023,military,expert,action,hour,small,political,special,agree,cell,one,decision,Fall 2023,benefit,leg,state,relate,book,security,these,GR,general,SR,lay,mouth,anything,better,feel,than,of,everything,under,Spring 2024,although,later,edge,affect,choose,figure,outside,detail,as,Men's Water Polo,system,occur,campaign,yet,energy,Fall 2023,UG,message,off,yeah,range,Spring 2024,within,Spring 2023,hope,image,central,sport,during,prove,plant,Human Resource Management,several,degree,take,put,generation,environment,sure,personal,important,wear,wrong,data,my,stop,yourself,hot,believe,fly,sea,allow,not,respond,enough,Fall 2023,worker,Spring 2024,quickly,happen,key,JD,race,if,anyone,end,high,prepare,everybody,position,test,ten,ok,provide,quickly,table,degree,traditional,yet,home,now,environment,case,beat,down,enjoy,culture,road,miss,Fall 2023,yes,member,ok,inside,cup,positive,2.52,2.49,try,debate,most,receive,3.39,3.6,technology,several,mention,family,3.02,2.56,interview,wrong,40,scientist,3.64,3.67,time,pay,rather,GR,history,tend,service,him,UG,can,everybody,break,but,GR,bad,serve,79406028,Williams,Joseph,gun,chair,Prof. Lee,less,write,where,24666633,Johnson,Adam,oil,late,house,instead,development,84451017,Poole,Mary,treatment,security,either,floor,more,capital,agent,2.03,2.73,3.73,3.62,3.41,add,blood,he,matthewsmatthew@example.net,84984345,consumer,international,else,dog,despite,what,style,view,address,oil,main,parent,oil,often,face,figure,cup,thing,poor,with,ago,happen,sea,pressure,offer,subject,employee,piece,level,office,resource,billion,crime,consumer,whether,theory,growth,stage,difference,realize,dream,true,late,center,however,method,two,trade,international,serious,growth,assume,government,per,partner,everybody,property,necessary,human,moment,give,line,Mr,remain,success,guy,say,notice,consider,others,rather,reveal,together,trip,behavior,true,company,keep
